id,avg_payment_ratio,total_bill_amt,total_pay_amt,default_history,credit_utilization
597,0.04,1497750.0,46711.0,0.0,4.16
598,,0.0,0.0,0.0,0.0
599,0.04,389365.0,18249.0,0.0,4.87
600,,80241.0,43363.25,1.0,0.27
601,0.06,148678.0,6310.0,0.0,0.48
602,1.0,3270.0,2880.0,1.0,0.11
603,0.07,103181.0,4616.0,0.0,0.61
604,0.11,172568.0,9001.0,0.0,1.23
605,,0.0,1576.0,0.0,0.0
606,,142053.0,5930.0,0.0,2.84
607,0.15,34423.0,3001.0,0.0,0.69
608,0.05,235819.0,17000.0,0.0,2.14
609,2.28,31012.0,30254.0,0.0,0.07
610,1.0,2511.0,2511.0,0.0,0.01
611,0.02,154835.0,54168.0,0.0,0.7
612,,5930.0,2650.0,1.0,0.02
613,0.04,278195.0,11285.0,0.0,5.56
614,,175916.0,6117.0,0.0,4.4
615,0.05,717765.0,29000.0,0.0,3.78
616,0.1,119769.0,13237.0,0.0,0.8
617,,595.0,2965.0,0.0,0.0
618,0.04,683049.0,26353.0,0.0,2.53
619,0.03,269005.0,11318.0,0.0,4.48
620,0.04,443849.0,16680.0,0.0,2.22
621,0.08,204705.0,15500.0,0.0,1.36
622,,2290.0,3030.0,0.0,0.01
623,,7624.0,0.0,0.0,0.08
624,,707.0,4977.0,0.0,0.0
625,,491.0,0.0,0.0,0.01
626,0.09,89220.0,5646.0,0.0,4.46
627,0.04,318796.0,13340.0,0.0,4.55
628,1.0,3960.0,3960.0,0.0,0.02
629,0.05,175863.0,7283.0,0.0,5.86
630,1.62,35587.0,36184.0,0.0,0.18
631,,1440.0,0.0,0.0,0.01
632,0.07,181591.0,11574.5,0.0,3.63
633,0.07,45038.0,3459.0,0.0,2.25
634,,0.0,0.0,0.0,0.0
635,0.09,193115.0,17177.0,0.0,1.76
636,0.41,1006.0,456.0,0.0,0.05
637,0.2,36792.0,6757.0,0.0,0.74
638,0.06,121995.0,5330.0,0.0,2.44
639,0.03,337631.0,75182.25,0.0,0.84
640,0.05,334688.0,17000.0,0.0,1.97
641,0.05,882943.0,35867.0,0.0,3.15
642,0.02,200599.0,3500.0,0.0,1.54
643,0.11,336057.0,29500.0,0.0,1.6
644,0.07,817955.0,58000.0,0.0,2.21
645,0.11,127602.0,6942.0,0.0,4.25
646,0.02,511730.0,15180.0,0.0,3.41
647,0.03,70689.0,1027.0,1.0,1.18
648,0.04,392216.0,15686.0,0.0,4.9
649,,1150758.0,45000.0,1.0,4.11
650,,118578.0,0.0,0.0,5.93
651,,1400.0,1400.0,0.0,0.01
652,0.07,59161.0,36781.5,0.0,0.25
653,0.06,115711.0,6901.0,0.0,5.79
654,,42000.0,23275.75,1.0,0.09
655,0.31,49507.0,8145.0,0.0,4.95
656,1.73,24054.0,25643.0,1.0,0.09
657,0.14,55487.0,6300.0,0.0,0.19
658,0.05,273617.0,13500.0,1.0,1.44
659,0.08,127112.0,11076.0,0.0,1.59
660,,7540.0,6230.0,0.0,0.03
661,0.57,68180.0,54853.5,0.0,0.43
662,0.07,90025.0,5358.0,1.0,1.0
663,8.17,41544.0,8961.875,0.0,0.3
664,0.25,29567.0,4180.0,0.0,0.59
665,0.08,167564.0,9662.5,0.0,4.19
666,0.04,652165.0,25021.0,0.0,5.02
667,0.05,378784.0,14964.0,0.0,5.41
668,0.06,155444.0,8281.0,0.0,5.18
669,0.08,599839.0,22642.5,0.0,6.0
670,0.35,43329.0,3500.0,1.0,2.17
671,0.05,248388.0,16407.25,0.0,8.28
672,0.12,91072.0,6789.0,1.0,4.55
673,0.04,500780.0,19423.0,1.0,5.01
674,,13800.0,0.0,1.0,0.46
675,0.05,611655.0,24120.0,0.0,1.91
676,,249902.0,6700.0,1.0,2.78
677,0.1,959287.0,48600.0,1.0,5.05
678,0.22,800524.0,59469.25,0.0,4.0
679,0.32,22757.0,19514.0,0.0,0.08
680,0.04,74142.0,20494.125,0.0,2.47
681,0.06,133460.0,11315.0,0.0,1.21
682,,1024.0,1024.0,0.0,0.0
683,0.29,15873.0,2250.0,0.0,0.07
684,0.08,497918.0,33000.0,0.0,1.61
685,0.04,1411933.0,70000.0,0.0,4.41
686,,362561.0,46229.0,0.0,1.01
687,,4049.0,3532.0,1.0,0.2
688,0.05,991237.0,49165.5,0.0,5.83
689,0.04,778849.0,28766.0,0.0,5.56
690,0.04,279502.0,9611.0,0.0,3.49
691,0.26,240075.0,46182.5,0.0,1.6
692,,1950.0,0.0,0.0,0.01
693,0.04,814865.0,30193.0,1.0,4.07
694,0.1,350836.0,15050.0,0.0,5.01
695,0.01,67096.0,28706.0,0.0,0.21
696,,0.0,0.0,0.0,0.0
697,0.05,89632.0,9337.125,0.0,1.79
698,,16292.0,0.0,0.0,0.18
699,0.84,174504.0,92660.875,0.0,0.62
700,0.04,184067.0,5263.0,0.0,0.61
701,,9759.0,10144.0,0.0,0.02
702,0.02,21962.0,17486.0,0.0,0.11
703,0.25,26146.0,3036.0,1.0,2.61
704,,231633.0,5600.0,1.0,4.63
705,0.17,150950.0,8550.625,0.0,5.03
706,0.1,106040.0,8100.0,1.0,2.12
707,0.04,329171.0,14200.0,0.0,6.58
708,,78343.0,4470.0,0.0,2.61
709,0.1,21139.0,2338.0,0.0,1.06
710,0.09,99503.0,3785.0,0.0,4.98
711,0.09,109793.0,8391.0,0.0,2.2
712,0.04,199327.0,9164.0,0.0,6.64
713,,39679.0,6147.0,0.0,0.11
714,,6440.0,6440.0,0.0,0.04
715,3.79,5058.0,4877.0,0.0,0.01
716,0.05,193722.0,9822.0,0.0,3.87
717,0.05,498263.0,22000.0,0.0,3.11
718,0.03,182163.0,7083.0,1.0,2.6
719,,0.0,0.0,0.0,0.0
720,0.07,192649.0,22405.5,0.0,2.41
721,0.16,162856.0,10502.625,0.0,5.43
722,0.25,49081.0,7500.0,1.0,4.91
723,,16670.0,20003.0,0.0,0.09
724,1.52,36186.0,27532.0,0.0,0.11
725,0.08,172717.0,8838.0,0.0,2.16
726,0.2,54824.0,4300.0,1.0,5.48
727,0.35,52108.0,39686.0,0.0,0.14
728,,2681.0,5597.0,0.0,0.01
729,0.48,449880.0,60813.375,0.0,1.36
730,,4193.0,2082.0,1.0,0.07
731,0.12,62292.0,5199.0,0.0,1.25
732,0.04,963422.0,35917.0,0.0,4.82
733,,2538.0,621.0,0.0,0.02
734,1.0,1580.0,1580.0,0.0,0.01
735,0.05,237361.0,10651.0,0.0,2.16
736,0.04,99791.0,12126.5,0.0,1.43
737,0.04,604366.0,22157.0,0.0,4.03
738,0.05,606920.0,38155.0,0.0,0.99
739,0.05,537686.0,21172.0,0.0,4.89
740,0.17,129733.0,11439.0,1.0,1.62
741,0.04,514117.0,21880.0,0.0,3.02
742,1.89,6861.0,5803.0,0.0,0.06
743,0.04,339033.0,12174.0,0.0,2.42
744,0.07,251604.0,16500.0,0.0,3.59
745,0.34,110610.0,60816.0,0.0,0.43
746,0.09,158472.0,21000.0,0.0,0.93
747,0.11,84696.0,12471.0,0.0,1.69
748,0.04,1395526.0,48373.0,1.0,4.65
749,1.0,11977.0,11587.0,1.0,0.08
750,,216955.0,4000.0,1.0,4.34
751,,13700.0,7493.0,0.0,0.27
752,0.05,352363.0,15250.5,0.0,3.92
753,0.04,178867.0,10109.0,1.0,3.58
754,0.09,189761.0,10465.0,0.0,0.38
755,1.15,7057.0,6092.0,0.0,0.02
756,0.05,550625.0,24555.0,0.0,2.39
757,0.49,90289.0,20876.5,0.0,0.64
758,0.13,40421.0,26346.5,1.0,0.18
759,0.06,138698.0,29986.25,0.0,0.33
760,0.05,186115.0,10464.0,0.0,6.2
761,0.03,171979.0,6220.0,1.0,3.44
762,,430.0,233.0,0.0,0.0
763,2.96,255927.0,76283.0,0.0,0.98
764,,27807.0,6622.0,0.0,0.31
765,0.04,1300959.0,59000.0,0.0,5.42
766,0.53,18930.0,9068.0,0.0,0.04
767,0.03,277497.0,17460.0,0.0,2.52
768,0.33,52774.0,33920.0,0.0,0.25
769,,770.0,2475.0,0.0,0.0
770,1.89,10256.0,8406.0,0.0,0.05
771,1.42,69920.0,67980.0,0.0,0.19
772,1.0,2046.0,2046.0,0.0,0.01
773,0.11,61784.0,4145.0,0.0,3.09
774,0.05,687697.0,28313.0,0.0,5.73
775,0.01,55489.0,8175.625,0.0,1.11
776,,207172.0,29227.125,0.0,3.45
777,1.23,41007.0,32241.5,0.0,0.21
778,0.88,4470.0,4622.0,0.0,0.22
779,0.05,147260.0,17661.625,1.0,2.95
780,,69100.0,6184.5,0.0,1.38
781,0.12,248069.0,14000.0,0.0,1.08
782,2.67,9074.0,5773.0,0.0,0.18
783,0.05,499862.0,19902.0,1.0,5.0
784,,2490.0,2490.0,1.0,0.01
785,0.03,462392.0,17044.0,1.0,2.01
786,0.71,53571.0,22157.0,0.0,0.11
787,0.35,4611.0,3682.0,0.0,0.01
788,0.08,65139.0,42307.5,0.0,0.28
789,0.11,69734.0,5865.0,0.0,0.87
790,0.09,122376.0,6033.0,0.0,2.04
791,0.07,157343.0,5836.0,0.0,5.24
792,,1388.0,2515.0,0.0,0.02
793,1.01,10704.0,5400.0,0.0,0.03
794,,2124.0,2412.0,0.0,0.01
795,0.05,201300.0,10667.0,0.0,4.03
796,0.03,481638.0,21100.0,0.0,4.82
797,,0.0,0.0,0.0,0.0
798,0.1,36516.0,6821.125,0.0,0.73
799,0.21,105906.0,8426.0,0.0,1.06
800,0.05,197814.0,10824.0,0.0,0.94
801,33.85,17428.0,21148.0,0.0,0.04
802,,112956.0,1541.0,1.0,5.65
803,0.39,31530.0,10058.125,0.0,0.63
804,1.0,13332.0,6666.0,0.0,0.06
805,0.1,37281.0,3050.0,0.0,0.17
806,0.07,136795.0,25528.25,0.0,0.46
807,6.87,21911.0,18932.625,0.0,0.27
808,0.14,115219.0,5809.0,1.0,5.76
809,0.06,200987.0,8770.0,0.0,1.06
810,5.82,163860.0,20406.5,0.0,1.02
811,0.12,244932.0,8347.0,0.0,2.04
812,0.05,375289.0,54942.25,0.0,0.54
813,,1086.0,1086.0,0.0,0.01
814,0.08,91304.0,16202.0,0.0,0.3
815,0.05,414194.0,13800.0,1.0,3.45
816,0.09,1095440.0,40200.0,0.0,3.91
817,,302877.0,10269.0,1.0,4.33
818,0.12,22256.0,10873.5,0.0,1.11
819,1.0,18805.0,26875.0,0.0,0.13
820,0.27,94189.0,16573.5,0.0,1.57
821,,2730.0,1950.0,0.0,0.01
822,0.04,225110.0,10816.0,1.0,4.5
823,0.09,282675.0,28550.5,0.0,1.88
824,0.07,120110.0,4844.0,0.0,6.01
825,0.18,72038.0,11208.0,1.0,1.8
826,,10028.0,10028.0,0.0,0.06
827,,165988.0,5600.0,0.0,3.32
828,0.13,45503.0,5925.0,0.0,4.55
829,5.16,204857.0,30380.5,0.0,1.02
830,0.11,108384.0,12208.5,0.0,2.17
831,1.0,13787.0,9633.0,0.0,0.04
832,,137327.0,0.0,0.0,6.87
833,0.02,471633.0,39694.0,1.0,1.0
834,,41487.0,17924.0,0.0,0.18
835,0.12,68980.0,7000.0,0.0,3.45
836,1.56,14936.0,16452.125,1.0,0.5
837,0.07,146149.0,5706.0,0.0,1.83
838,0.11,102571.0,6900.0,0.0,0.93
839,0.27,543990.0,89179.125,0.0,1.3
840,,0.0,0.0,1.0,0.0
841,0.03,321294.0,10201.0,0.0,4.02
842,0.04,351284.0,11044.0,0.0,1.0
843,,14267.0,11074.5,0.0,0.48
844,,150.0,402.0,1.0,0.0
845,0.08,1548689.0,112984.125,0.0,3.1
846,1.1,37032.0,31429.0,0.0,0.08
847,,208893.0,9100.0,0.0,0.7
848,0.08,239885.0,11104.0,1.0,4.8
849,0.04,889699.0,15621.0,1.0,5.93
850,,61852.0,8526.5,0.0,0.77
851,0.1,177602.0,11537.0,0.0,4.44
852,0.09,164418.0,6410.0,0.0,5.48
853,0.02,30400.0,500.0,0.0,0.61
854,0.05,265665.0,10977.0,0.0,1.9
855,0.4,39726.0,8000.0,0.0,0.79
856,0.05,121157.0,8750.125,0.0,4.04
857,0.13,183772.0,9774.5,1.0,4.59
858,0.04,314274.0,13200.0,1.0,3.14
859,0.05,782593.0,33239.125,0.0,6.02
860,0.07,105269.0,2882.0,0.0,5.26
861,,0.0,0.0,0.0,0.0
862,3.27,181262.0,87202.0,0.0,0.7
863,,14700.0,0.0,1.0,0.49
864,0.15,63280.0,6496.0,0.0,6.33
865,0.04,279793.0,13383.0,0.0,1.4
866,0.05,168960.0,6824.0,0.0,5.63
867,0.05,242483.0,6000.0,0.0,1.35
868,,29109.0,6922.125,0.0,0.29
869,0.03,498495.0,24000.0,0.0,3.56
870,0.04,1548689.0,70190.0,0.0,5.34
871,0.09,98771.0,5057.0,0.0,4.94
872,0.06,234027.0,12497.0,0.0,2.93
873,0.61,38310.0,30046.0,0.0,0.08
874,0.74,24771.0,22896.0,0.0,0.14
875,,4506.0,2340.0,0.0,0.23
876,0.06,181366.0,8071.0,0.0,6.05
877,0.13,342567.0,36001.0,0.0,2.28
878,0.87,27824.0,21998.0,0.0,0.1
879,0.08,100387.0,9391.125,0.0,2.01
880,0.09,104906.0,6100.0,0.0,5.25
881,,45239.0,28258.0,0.0,0.23
882,,0.0,0.0,1.0,0.0
883,0.04,1028408.0,35120.0,0.0,4.47
884,0.04,231635.0,8181.0,0.0,4.63
885,0.06,194914.0,8652.0,1.0,3.9
886,0.06,325839.0,19400.0,0.0,4.65
887,0.84,6456.0,25617.875,0.0,0.02
888,5.42,41482.0,40004.0,0.0,0.23
889,0.06,111905.0,4020.0,0.0,1.24
890,0.05,618242.0,33684.0,0.0,1.59
891,0.44,2404.0,1485.0,0.0,0.02
892,0.22,88041.0,19087.0,0.0,0.22
893,0.04,68006.0,3894.0,0.0,0.85
894,0.04,760934.0,24590.0,0.0,2.38
895,,238.0,0.0,1.0,0.0
896,1.0,600.0,600.0,0.0,0.0
897,0.05,581693.0,16050.0,1.0,5.29
898,0.04,815421.0,33256.0,1.0,4.8
899,0.11,79368.0,4616.0,1.0,0.88
900,2.97,23470.0,15727.0,0.0,0.12
901,,2500.0,2500.0,0.0,0.01
902,,8614.0,2971.0,0.0,0.06
903,0.06,581605.0,19900.0,0.0,2.64
904,,154970.0,0.0,0.0,1.55
905,0.04,365993.0,12177.0,0.0,4.57
906,0.11,167802.0,8286.5,0.0,5.59
907,0.55,16759.0,5300.0,1.0,0.34
908,0.07,42762.0,3920.0,0.0,0.36
909,0.43,55331.0,8500.0,0.0,1.11
910,0.3,315124.0,131824.0,0.0,0.88
911,0.1,540060.0,23300.0,0.0,6.0
912,0.08,1548689.0,104102.375,0.0,3.1
913,0.04,436060.0,20000.0,0.0,3.11
914,0.22,108412.0,3850.625,0.0,3.61
915,0.07,131136.0,6901.0,0.0,1.87
916,,3983.0,3983.0,0.0,0.02
917,0.04,281695.0,10633.0,0.0,0.8
918,,0.0,0.0,1.0,0.0
919,0.06,1330057.0,78778.75,0.0,5.54
920,0.27,191058.0,31992.5,0.0,2.12
921,,4480.0,4480.0,0.0,0.02
922,0.07,182927.0,9962.5,0.0,3.66
923,0.59,119525.0,32070.0,0.0,1.09
924,0.58,4475.0,6058.0,0.0,0.22
925,0.06,137462.0,5618.0,0.0,4.58
926,0.31,80080.0,3500.0,1.0,0.44
927,0.19,45781.0,3838.0,0.0,2.29
928,0.04,231484.0,7772.0,0.0,4.63
929,1.46,111295.0,69777.25,0.0,0.62
930,3.25,12634.0,12179.0,0.0,0.06
931,0.04,339021.0,21140.0,0.0,1.3
932,0.35,114785.0,64864.875,1.0,0.36
933,,3747.0,2360.0,1.0,0.02
934,0.19,65112.0,7500.0,1.0,2.17
935,0.08,84730.0,3946.0,0.0,1.69
936,0.09,29764.0,3000.0,0.0,0.6
937,0.18,321687.0,21251.875,0.0,3.57
938,,78776.0,34727.25,0.0,0.33
939,,107602.0,12000.0,1.0,0.6
940,1.98,57507.0,62547.0,0.0,0.29
941,0.04,162535.0,7928.0,0.0,3.25
942,1.0,7566.0,7566.0,0.0,0.15
943,0.74,20965.0,10418.0,0.0,0.06
944,,5700.0,0.0,1.0,0.07
945,1.02,16727.0,13118.125,0.0,0.33
946,0.06,30190.0,7162.0,0.0,0.08
947,0.04,1192673.0,46654.0,0.0,4.97
948,0.05,203388.0,7327.0,0.0,4.07
949,0.12,898878.0,118194.0,0.0,1.91
950,,10375.0,19869.0,0.0,0.06
951,0.16,39654.0,6471.0,1.0,1.32
952,0.05,468892.0,18841.0,0.0,5.86
953,2.17,437397.0,70284.375,0.0,0.87
954,0.9,18969.0,13294.0,0.0,0.11
955,0.89,223972.0,21315.625,0.0,2.04
956,0.13,199386.0,36117.75,0.0,1.25
957,0.06,290165.0,23453.5,0.0,1.38
958,0.18,21505.0,3294.0,1.0,0.11
959,5.32,81962.0,66711.0,0.0,0.23
960,,40921.0,34497.0,1.0,0.16
961,0.0,16083.0,39.0,1.0,0.04
962,1.0,3148.0,2356.0,0.0,0.1
963,0.09,183929.0,16000.0,0.0,0.92
964,0.06,163840.0,7100.0,0.0,5.46
965,0.2,54738.0,20092.125,0.0,1.09
966,0.07,1545365.0,95096.0,0.0,3.09
967,,2126.0,2126.0,0.0,0.07
968,4.12,12580.0,9623.0,0.0,0.06
969,0.07,238480.0,18169.625,0.0,11.92
970,0.03,172637.0,20173.5,0.0,0.96
971,1.75,166563.0,62571.75,1.0,0.56
972,0.05,703552.0,29418.0,0.0,5.41
973,0.27,77440.0,8710.0,1.0,0.43
974,171.78,10118.0,14519.0,0.0,0.07
975,0.04,581205.0,19242.0,1.0,4.15
976,0.04,193801.0,13600.0,0.0,3.88
977,0.32,30746.0,4028.0,1.0,1.54
978,0.99,58340.0,17300.25,0.0,0.32
979,0.2,42798.0,6182.0,1.0,0.24
980,0.04,890084.0,33215.0,0.0,5.93
981,0.05,376683.0,13937.0,0.0,5.38
982,,195821.0,0.0,0.0,6.53
983,0.52,221094.0,122782.125,1.0,0.44
984,0.07,249106.0,18506.0,0.0,4.15
985,0.05,207233.0,12283.0,0.0,4.14
986,6.32,14527.0,20499.125,1.0,0.11
987,0.05,574724.0,43198.0,0.0,2.21
988,,0.0,0.0,0.0,0.0
989,0.04,1537270.0,52605.875,0.0,4.27
990,0.03,341759.0,12305.0,0.0,6.84
991,0.07,209841.0,13951.75,0.0,4.2
992,,3694.0,2727.0,1.0,0.01
993,0.04,363024.0,13800.0,0.0,4.54
994,0.03,530882.0,11554.0,1.0,1.47
995,,0.0,0.0,1.0,0.0
996,,60800.0,12509.5,0.0,0.3
997,0.04,258636.0,11264.0,0.0,1.85
998,,0.0,0.0,1.0,0.0
999,,2840.0,5420.0,1.0,0.06
1000,,594261.0,17894.0,0.0,4.95
1001,0.04,455142.0,22097.125,0.0,4.55
1002,0.06,381310.0,28679.25,0.0,1.91
1003,,8872.0,8116.0,0.0,0.1
1004,,0.0,0.0,1.0,0.0
1005,21.19,16067.0,15696.0,1.0,0.11
1006,0.69,14413.0,10636.0,0.0,0.1
1007,2.97,6419.0,5057.0,0.0,0.03
1008,0.04,877061.0,33400.0,0.0,5.16
1009,0.19,165671.0,7762.625,0.0,5.52
1010,,80000.0,0.0,0.0,1.0
1011,0.05,885931.0,41838.0,0.0,3.16
1012,0.75,5415.0,9225.0,0.0,0.01
1013,0.79,137274.0,82558.125,0.0,0.31
1014,0.03,281221.0,10500.0,0.0,3.52
1015,0.11,220926.0,23217.0,0.0,0.61
1016,0.04,618274.0,25900.0,0.0,4.76
1017,4.17,37523.0,33325.0,1.0,0.23
1018,0.05,673599.0,26114.0,1.0,4.81
1019,,7702.0,7757.0,0.0,0.03
1020,,4148.0,0.0,0.0,0.02
1021,0.04,406241.0,13612.0,0.0,5.8
1022,0.04,576279.0,32189.5,0.0,3.84
1023,0.04,514301.0,17300.0,0.0,2.45
1024,0.12,83337.0,12327.0,0.0,0.42
1025,1.01,20555.0,17989.0,0.0,0.07
1026,0.05,856097.0,31879.0,0.0,4.76
1027,0.03,136292.0,7151.0,0.0,0.45
1028,2.08,226791.0,94894.875,0.0,0.5
1029,,103793.0,25236.5,0.0,0.52
1030,,173627.0,7184.0,1.0,5.79
1031,3.51,142272.0,36436.0,0.0,0.36
1032,1.45,6963.0,8304.0,0.0,0.04
1033,,2432.0,1780.0,1.0,0.02
1034,0.05,407754.0,17575.0,0.0,2.04
1035,,0.0,4000.0,0.0,0.0
1036,,282775.0,12800.0,1.0,4.71
1037,1.41,407556.0,32214.5,0.0,2.72
1038,0.03,705668.0,21748.0,1.0,3.92
1039,0.05,152088.0,10800.0,0.0,3.04
1040,1.5,66719.0,10683.75,0.0,1.33
1041,,70.0,1400.0,0.0,0.0
1042,3.06,11870.0,10874.0,1.0,0.05
1043,0.04,305968.0,11223.0,0.0,2.78
1044,0.05,441849.0,17750.0,0.0,4.91
1045,0.24,117325.0,8706.625,1.0,5.87
1046,0.09,126261.0,14500.0,0.0,4.21
1047,0.06,1045188.0,35168.0,1.0,4.75
1048,0.09,274194.0,11279.0,1.0,1.96
1049,1.1,9075.0,8469.0,0.0,0.03
1050,0.06,151960.0,5663.0,0.0,1.52
1051,,1424.0,200.0,0.0,0.01
1052,1.0,380595.0,58109.75,0.0,1.41
1053,0.05,75166.0,5622.5,0.0,2.51
1054,0.04,361180.0,15200.0,0.0,5.16
1055,,1820.0,470.0,0.0,0.01
1056,0.08,113143.0,15097.5,0.0,5.66
1057,,482397.0,12438.0,0.0,2.54
1058,0.13,90000.0,9000.0,0.0,4.5
1059,0.3,102975.0,27784.125,0.0,1.29
1060,0.11,66408.0,8738.0,1.0,3.32
1061,0.15,72435.0,6690.0,1.0,1.21
1062,0.14,43458.0,14325.0,0.0,0.87
1063,0.04,1468723.0,58615.0,1.0,5.25
1064,0.04,379774.0,53608.875,0.0,1.27
1065,0.05,181086.0,8317.0,1.0,6.04
1066,1.09,940907.0,51994.125,0.0,3.48
1067,0.05,345276.0,20596.625,0.0,3.45
1068,1.0,1746.0,1746.0,1.0,0.01
1069,0.5,39359.0,28870.25,0.0,0.2
1070,0.14,216531.0,11700.0,0.0,1.97
1071,2.51,22554.0,28065.0,0.0,0.1
1072,13.09,36808.0,51360.5,1.0,0.25
1073,0.06,198413.0,71995.875,0.0,0.57
1074,0.5,328520.0,93873.75,0.0,0.91
1075,,19980.0,22466.0,0.0,0.13
1076,0.04,369967.0,18418.5,0.0,3.7
1077,0.04,1167074.0,35130.0,0.0,2.33
1078,0.14,345428.0,116995.875,0.0,0.69
1079,1.0,1896.0,1896.0,0.0,0.01
1080,1.51,10675.0,9840.0,0.0,0.03
1081,0.03,227450.0,14908.0,0.0,2.27
1082,,55377.0,3004.0,0.0,5.54
1083,,217317.0,7900.0,0.0,3.62
1084,0.04,294164.0,11400.0,1.0,5.88
1085,0.04,300820.0,11431.0,0.0,3.76
1086,0.08,645621.0,24416.875,0.0,5.87
1087,0.05,1548689.0,90680.0,1.0,3.78
1088,,342.0,342.0,0.0,0.0
1089,0.05,158314.0,8950.0,0.0,5.28
1090,0.07,159065.0,22566.0,0.0,0.51
1091,0.06,147687.0,6542.0,0.0,2.11
1092,0.03,1087211.0,36605.0,0.0,4.35
1093,,1172869.0,40200.0,0.0,5.59
1094,,0.0,0.0,1.0,0.0
1095,,200230.0,8316.5,0.0,4.0
1096,0.04,1400975.0,51690.0,0.0,2.09
1097,3.61,101198.0,16058.875,0.0,0.78
1098,,2485.0,10282.0,0.0,0.01
1099,,1170.0,780.0,0.0,0.04
1100,0.05,243966.0,13000.0,0.0,2.22
1101,0.0,51334.0,21366.75,1.0,0.24
1102,0.14,160587.0,8662.0,1.0,5.35
1103,0.16,119652.0,20934.0,0.0,0.46
1104,3.99,13814.0,17875.0,0.0,0.09
1105,,117051.0,4774.0,1.0,5.85
1106,3.57,133486.0,46679.875,0.0,0.35
1107,,8927.0,1115.0,0.0,0.04
1108,2.11,9734.0,8871.0,0.0,0.08
1109,0.05,326734.0,11900.0,1.0,4.08
1110,,92840.0,4100.0,0.0,3.09
1111,0.05,513978.0,17600.0,0.0,4.67
1112,0.05,9674.0,8083.0,0.0,0.19
1113,0.06,457667.0,25043.0,0.0,5.09
1114,0.67,213634.0,30186.5,0.0,1.94
1115,0.05,249125.0,11242.0,0.0,4.98
1116,0.16,39531.0,15498.625,0.0,0.66
1117,0.04,359680.0,11997.0,1.0,2.4
1118,0.0,51134.0,1520.0,0.0,2.56
1119,,0.0,0.0,1.0,0.0
1120,,21592.0,20438.625,0.0,0.18
1121,0.05,990137.0,39300.0,1.0,4.95
1122,0.1,103202.0,2500.0,1.0,5.16
1123,0.05,296146.0,9345.5,0.0,5.92
1124,0.08,78570.0,9289.0,0.0,0.39
1125,0.11,528090.0,27051.875,0.0,5.28
1126,,2285.0,0.0,0.0,0.01
1127,0.63,107799.0,103091.875,0.0,0.22
1128,0.8,19158.0,16773.0,0.0,0.05
1129,,0.0,0.0,0.0,0.0
1130,0.04,299136.0,11639.5,1.0,5.98
1131,0.04,1085160.0,33938.0,1.0,4.72
1132,,14308.0,14308.0,0.0,0.07
1133,0.07,1494336.0,61461.0,0.0,5.53
1134,0.09,255364.0,10354.625,0.0,5.11
1135,0.03,102952.0,6200.0,0.0,5.15
1136,0.05,270783.0,11273.0,0.0,4.51
1137,,54660.0,8377.5,0.0,1.09
1138,0.09,116891.0,6619.0,0.0,2.34
1139,0.04,612708.0,22584.625,0.0,4.71
1140,0.07,657919.0,32000.0,0.0,2.86
1141,0.29,14087.0,4434.0,0.0,0.7
1142,0.15,120939.0,5523.0,0.0,4.03
1143,0.44,37641.0,23427.0,0.0,0.19
1144,,10288.0,12214.0,0.0,0.07
1145,0.05,584615.0,24612.0,1.0,5.85
1146,0.08,811461.0,29900.0,1.0,3.38
1147,,14400.0,0.0,1.0,0.21
1148,,251937.0,35553.0,0.0,0.7
1149,,846790.0,25273.0,0.0,6.05
1150,,10211.0,2005.0,0.0,0.2
1151,1.49,5466.0,3820.0,0.0,0.03
1152,0.01,965559.0,30866.0,0.0,3.45
1153,0.05,316826.0,13000.0,1.0,1.76
1154,0.09,25849.0,13225.0,0.0,0.17
1155,,102971.0,4774.5,0.0,5.15
1156,0.68,41463.0,37730.0,0.0,0.12
1157,0.69,57553.0,25045.25,0.0,0.44
1158,,0.0,789.0,0.0,0.0
1159,,16307.0,7555.0,0.0,0.05
1160,,466217.0,15500.0,0.0,5.83
1161,0.04,188004.0,4500.0,0.0,2.69
1162,0.28,18217.0,14976.0,0.0,0.08
1163,0.23,121012.0,19857.5,0.0,0.67
1164,0.52,134801.0,47966.5,0.0,0.64
1165,,2340.0,1560.0,0.0,0.12
1166,0.04,572974.0,25450.625,0.0,4.09
1167,0.05,640693.0,25018.0,0.0,3.2
1168,0.04,156649.0,9312.0,0.0,3.13
1169,1.9,22337.0,12259.0,0.0,0.28
1170,1.38,37493.0,12000.0,0.0,1.25
1171,0.52,81563.0,10800.0,1.0,0.58
1172,1.3,14595.0,20255.125,0.0,0.18
1173,0.17,113946.0,55947.75,0.0,0.52
1174,1.0,3996.0,3996.0,0.0,0.02
1175,0.1,282768.0,36816.5,1.0,2.02
1176,0.3,73070.0,4946.0,1.0,0.41
1177,0.12,99387.0,6400.0,0.0,1.99
1178,0.03,466518.0,17250.0,0.0,2.74
1179,0.04,179642.0,4557.0,0.0,3.59
1180,0.03,142726.0,6500.0,0.0,2.85
1181,,1874.0,0.0,0.0,0.01
1182,0.06,1548689.0,72656.0,0.0,3.97
1183,0.05,333870.0,17003.0,1.0,3.71
1184,0.06,1163157.0,57500.0,0.0,5.82
1185,0.05,1548689.0,73494.0,0.0,3.37
1186,0.3,15606.0,2135.0,0.0,1.56
1187,2.25,10070.0,6566.0,1.0,0.5
1188,1.5,4899.0,7417.0,0.0,0.1
